,name,host_since,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,instant_bookable,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1950,Les suites de Sillery,2017-04-04,within an hour,100%,f,t,Cité Universitaire,Entire home,Entire home/apt,2 baths,"[""Central heating"", ""Stainless steel single oven"", ""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Private entrance"", ""Single level home"", ""Other stainless steel electric stove"", ""Portable fans"", ""Smoke alarm"", ""Coffee maker: Keurig coffee machine"", ""Toaster"", ""Bed linens"", ""Dishes and silverware"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Outdoor dining area"", ""Free parking on premises"", ""Hot water"", ""Mosquito net"", ""Iron"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Washer"", ""TV"", ""Microwave"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2024-08-03,2024-08-03,f,46.8,-71.26498,7.0,1.0,3.0,3.0,240.0,3.0,365,27,28,34,214,1.0,1.0,0.0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.3
1951,charmant logement vieux Québec,2022-01-13,within a few hours,100%,f,t,Saint-Jean-Baptiste,Entire rental unit,Entire home/apt,1 bath,"[""Central heating"", ""Shared backyard \u2013 Fully fenced"", ""Free dryer \u2013 In building"", ""Freezer"", ""Rice maker"", ""32 inch HDTV with Netflix"", ""Paid washer"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Kayak"", ""Clothing storage: wardrobe"", ""Coffee maker: drip coffee maker"", ""Bikes"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Fire pit"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Outdoor dining area"", ""Hot water"", ""Hangers"", ""Baking sheet"", ""Refrigerator"", ""Outdoor furniture"", ""Paid parking on premises"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2024-09-07,2024-09-07,f,46.808566,-71.22317799999999,4.0,1.0,1.0,2.0,65.0,31.0,730,0,0,0,65,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,1.0,1.0,0.0,0.0,0.47
1952,Magnifique maison de ville dans le Vieux-Québec!,2024-05-20,within an hour,100%,t,t,Saint-Jean-Baptiste,Entire home,Entire home/apt,2 baths,"[""Ethernet connection"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""Patio or balcony"", ""Fire extinguisher"", ""Private entrance"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Game console"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-06-09,2024-11-02,t,46.81225,-71.21978,3.8,1.0,3.0,0.0,263.0,1.0,1125,7,11,32,204,41.0,41.0,6.0,4.83,4.8,4.93,4.98,4.9,4.85,4.76,1.0,1.0,0.0,0.0,2.3
1953,"Charlesbourg, Maison entière, 2 ch. + bur+ piscine",2023-02-15,within a few hours,100%,f,t,Notre-Dame-des-Laurentides,Entire home,Entire home/apt,1.5 baths,"[""AC - split type ductless system"", ""Heating - split type ductless system"", ""Extra pillows and blankets"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Autre stainless steel single oven"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Housekeeping available 5 hours a day, 5 days a week - available at extra cost"", ""Essentials"", ""Other stainless steel electric stove"", ""Smoke alarm"", ""Private indoor pool - available seasonally, open 24 hours"", ""Bathtub"", ""Wine glasses"", ""Toaster"", ""Private backyard"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Outdoor dining area"", ""Hot water"", ""Private patio or balcony"", ""Mosquito net"", ""Hangers"", ""BBQ grill"", ""Baking sheet"", ""Iron"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""42 inch HDTV with Chromecast"", ""Room-darkening shades"", ""Outdoor furniture"", ""Dedicated workspace"", ""Autre refrigerator"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""Free driveway parking on premises \u2013 3 spaces"", ""Microwave"", ""Dishwasher"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Clothing storage: closet, wardrobe, and dresser""]",t,23/01/2025,24/01/2025,t,46.8,-71.2,4.0,1.0,2.0,0.0,106.0,31.0,365,17,47,77,257,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,18.0,18.0,0.0,0.0,2.4
1954,10Min-VieuxQuebec-A/C-Kitchen,2018-04-04,within an hour,100%,f,t,Vieux-Limoilou,Entire rental unit,Entire home/apt,1 bath,"[""Freezer"", ""Patio or balcony"", ""Fire extinguisher"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Clothing storage"", ""Heating"", ""Toaster"", ""Bed linens"", ""Dishes and silverware"", ""Hot water"", ""BBQ grill"", ""Outdoor furniture"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hair dryer"", ""Stove"", ""TV"", ""Lockbox"", ""Dishwasher"", ""Dining table"", ""Kitchen"", ""Wifi""]",t,2024-07-12,2024-09-15,t,46.824,-71.22752,4.0,1.0,2.0,2.0,139.0,1.0,365,29,59,89,89,10.0,10.0,0.0,4.7,4.9,5.0,4.7,5.0,4.6,4.6,2.0,2.0,0.0,0.0,2.48
1955,10min->OldQc-Patio,2018-04-04,within an hour,100%,f,t,Vieux-Limoilou,Entire rental unit,Entire home/apt,1 bath,"[""Freezer"", ""Patio or balcony"", ""Oven"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Clothing storage"", ""Heating"", ""Toaster"", ""Bed linens"", ""Dishes and silverware"", ""Hot water"", ""Hangers"", ""BBQ grill"", ""Refrigerator"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dryer \u2013\u00a0In unit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2024-07-08,2024-10-06,t,46.82464,-71.22832,4.0,1.0,2.0,2.0,139.0,1.0,365,29,59,89,89,15.0,15.0,0.0,4.8,4.9,4.6,4.9,4.9,4.4,4.7,2.0,2.0,0.0,0.0,3.6
1956,La Rubrique - #3,2020-08-05,within an hour,100%,f,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Extra pillows and blankets"", ""Freezer"", ""Patio or balcony"", ""Fire extinguisher"", ""Private entrance"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Clothing storage"", ""Bathtub"", ""Coffee maker: Keurig coffee machine"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Hot water"", ""Hangers"", ""Baking sheet"", ""Refrigerator"", ""Pets allowed"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Dining table"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-06-11,2024-10-23,t,46.81343,-71.22848,6.0,1.0,2.0,3.0,129.0,2.0,365,21,41,71,165,26.0,26.0,2.0,4.65,4.81,4.69,4.92,4.92,4.58,4.69,4.0,4.0,0.0,0.0,5.13
1957,Maison moderne près de tout,2016-08-07,within a few hours,100%,t,t,Plateau,Entire home,Entire home/apt,2 baths,"[""Conditioner"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Oven"", ""Portable fans"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Dishes and silverware"", ""Free parking on premises"", ""Outdoor dining area"", ""Hot water"", ""BBQ grill"", ""Baking sheet"", ""Refrigerator"", ""Exercise equipment"", ""Free dryer"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-07-08,2024-10-06,f,46.8,-71.2,6.0,1.0,3.0,1.8,120.4,50.0,90,24,43,73,348,10.0,10.0,0.0,4.9,4.9,5.0,5.0,5.0,4.6,4.7,1.0,1.0,0.0,0.0,2.4
1958,Bord de l'eau - Chalet Suisse,2012-07-11,Desconocido,-%,f,t,Lac-Saint-Charles,Entire home,Entire home/apt,1.5 baths,"[""Coffee maker: espresso machine"", ""Waterfront"", ""EV charger - level 2"", ""Freezer"", ""Board games"", ""Fire extinguisher"", ""Hot water kettle"", ""Kayak"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Oven"", ""Samsung refrigerator"", ""Smoke alarm"", ""Barbecue utensils"", ""Fire pit"", ""Ceiling fan"", ""Wine glasses"", ""Toaster"", ""Private backyard"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Stove"", ""Washer"", ""TV"", ""Indoor fireplace"", ""Microwave"", ""Dishwasher"", ""Dining table"", ""Cooking basics"", ""Lake access"", ""Kitchen"", ""Wifi""]",t,2024-08-10,2024-08-10,f,46.8,-71.2,6.0,1.0,3.0,1.8,120.4,7.0,14,27,57,87,87,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.33
1959,"Charming house, river&city view",2024-05-28,within an hour,100%,t,t,Vieux-Moulin,Entire home,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Hammock"", ""Extra pillows and blankets"", ""Board games"", ""Freezer"", ""Rice maker"", ""Fire extinguisher"", ""Hot water kettle"", ""Oven"", ""Smoke alarm"", ""Barbecue utensils"", ""Clothing storage"", ""Bathtub"", ""Body soap"", ""Fire pit"", ""Ceiling fan"", ""Heating"", ""Wine glasses"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Hot water"", ""Luggage dropoff allowed"", ""Hangers"", ""BBQ grill"", ""Pets allowed"", ""Refrigerator"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2024-07-06,2024-10-26,f,46.8,-71.23652,6.0,1.0,3.0,1.8,179.0,3.0,31,26,43,73,144,9.0,9.0,1.0,4.78,4.67,4.78,4.89,4.78,4.67,4.56,2.0,2.0,0.0,0.0,2.13
1960,At Napoleon's | In the heart of old Quebec City,2015-08-15,within an hour,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Smart lock"", ""Fire extinguisher"", ""Hot water kettle"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Air conditioning"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-06-13,2024-11-03,t,46.81496,-71.2026,6.0,1.0,2.0,2.0,205.0,2.0,45,2,13,43,133,26.0,26.0,7.0,4.92,5.0,4.85,5.0,5.0,5.0,4.85,3.0,3.0,0.0,0.0,5.2
1961,Family Home in Loretteville-Wendake,2024-05-28,within an hour,100%,t,t,Loretteville,Entire home,Entire home/apt,1.5 baths,"[""Ethernet connection"", ""Children's playroom"", ""Hammock"", ""Extra pillows and blankets"", ""Free street parking"", ""Board games"", ""Freezer"", ""Smart lock"", ""Children\u2019s books and toys"", ""Climbing wall"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Blender"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Barbecue utensils"", ""Outlet covers"", ""Self check-in"", ""Clothing storage"", ""Bathtub"", ""Fire pit"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Hot water"", ""Backyard"", ""Sound system"", ""BBQ grill"", ""Pets allowed"", ""Iron"", ""Exercise equipment"", ""Room-darkening shades"", ""Air conditioning"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Changing table"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Outdoor playground"", ""Coffee maker"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2024-06-23,2024-10-06,f,46.8,-71.2,8.0,1.0,1.4,1.8,190.0,3.0,12,0,0,15,40,17.0,17.0,0.0,4.94,4.82,4.65,4.88,4.71,4.94,4.88,2.0,2.0,0.0,0.0,3.64
1962,La Rubrique - #2,2020-08-05,within an hour,100%,f,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Radiant heating"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Paid street parking off premises"", ""Shampoo"", ""Essentials"", ""Other electric stove"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Bathtub"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""Outdoor dining area"", ""Stainless steel double oven"", ""Hot water"", ""Hangers"", ""Baking sheet"", ""Refrigerator"", ""Pets allowed"", ""Outdoor furniture"", ""Air conditioning"", ""Hair dryer"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Clothing storage: closet, wardrobe, and dresser"", ""Bread maker""]",t,2024-06-30,2024-10-27,t,46.813038,-71.22798829999999,8.0,1.0,3.0,1.8,164.0,2.0,365,24,37,67,161,27.0,27.0,4.0,4.81,4.89,4.96,5.0,5.0,4.63,4.89,4.0,4.0,0.0,0.0,6.09
1963,"Whisky, 2 person, antic, relax, A/C",2024-06-03,within an hour,100%,t,t,Quartier 5-4,Entire rental unit,Entire home/apt,1 bath,"[""Fire extinguisher"", ""Keypad"", ""Washer"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen"", ""Self check-in"", ""Wifi"", ""Carbon monoxide alarm""]",t,2024-09-20,2024-09-20,t,46.8,-71.19065,2.0,1.0,1.0,1.0,50.0,31.0,365,30,60,90,270,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,3.0,3.0,0.0,0.0,0.59
1964,"Blankyto, A/C, Antic, 4 people",2024-06-03,within an hour,100%,t,t,Quartier 5-4,Entire rental unit,Entire home/apt,1 bath,"[""Fire extinguisher"", ""Keypad"", ""Washer"", ""TV"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen"", ""Self check-in"", ""Wifi"", ""Carbon monoxide alarm""]",t,23/01/2025,24/01/2025,t,46.8,-71.19216,4.0,1.0,2.0,2.0,70.0,31.0,365,0,0,0,97,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,3.0,3.0,0.0,0.0,2.4
1965,0LD Québec/Climatiseur/free parking/Spacious condo,2024-06-05,within an hour,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,1 bath,"[""Conditioner"", ""Safe"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Single level home"", ""Blender"", ""Oven"", ""Essentials"", ""Smoke alarm"", ""Clothing storage"", ""Bathtub"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""Free parking on premises"", ""Outdoor dining area"", ""Hot water"", ""Hangers"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Outdoor shower"", ""Stove"", ""Washer"", ""TV"", ""Central air conditioning"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Trash compactor"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Cooking basics"", ""Dining table"", ""Kitchen"", ""EV charger"", ""Shampoo"", ""Fast wifi \u2013 439 Mbps"", ""Bread maker""]",t,2024-06-17,2024-10-10,f,46.81145510619228,-71.20771240442991,4.0,1.0,2.0,2.0,143.2,31.0,365,0,0,1,178,20.0,20.0,1.0,4.95,4.95,4.95,4.85,5.0,5.0,4.95,1.0,1.0,0.0,0.0,4.11
1966,Appartement dans Limoilou,2015-02-14,Desconocido,-%,f,t,Maizerets,Entire rental unit,Entire home/apt,1 bath,"[""Extra pillows and blankets"", ""Private entrance"", ""Hot water kettle"", ""Blender"", ""Oven"", ""Other electric stove"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Wine glasses"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Refrigerator"", ""Air conditioning"", ""Dryer \u2013\u00a0In unit"", ""Dedicated workspace"", ""Washer"", ""TV"", ""Lockbox"", ""Microwave"", ""Dining table"", ""Kitchen"", ""Wifi""]",t,2024-08-11,2024-08-11,f,46.8348257,-71.226209,4.0,1.0,2.0,2.0,52.0,31.0,365,0,11,41,131,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.33
1967,La vie est belle - 2 beds Parking free Terrace Gym,2016-06-27,within an hour,100%,t,t,Saint-Sauveur,Entire rental unit,Entire home/apt,1 bath,"[""Shared gym in building"", ""Safe"", ""Extra pillows and blankets"", ""Elevator"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Free residential garage on premises \u2013 1 space"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Crib - available upon request"", ""Single oven"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Standalone high chair - available upon request"", ""Coffee maker: Keurig coffee machine"", ""HDTV with Fire TV, standard cable"", ""Heating"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Hot water"", ""Private patio or balcony"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Outdoor kitchen"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-08-11,2024-11-03,f,46.81156250833066,-71.23122464865446,4.0,1.0,1.0,2.0,116.0,1.0,30,11,41,71,327,17.0,17.0,3.0,5.0,5.0,5.0,5.0,5.0,4.88,5.0,1.0,1.0,0.0,0.0,5.6
1968,Logement charmant bien situé,2014-03-22,within an hour,100%,t,t,Saint-Sacrement,Entire rental unit,Entire home/apt,1 bath,"[""Fire extinguisher"", ""Washer"", ""TV"", ""Free parking on premises"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Dedicated workspace""]",t,2024-06-15,2024-10-17,f,46.8,-71.26166,2.0,1.0,1.0,1.0,104.0,1.0,10,28,43,73,126,24.0,24.0,1.0,4.92,4.96,4.88,4.96,5.0,5.0,4.96,1.0,1.0,0.0,0.0,4.86
1969,Maison familiale chaleureuse,2015-05-28,Desconocido,-%,f,t,L'Aéroport,Entire home,Entire home/apt,2 baths,"[""Fire pit"", ""Washer"", ""Pool"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""Smoke alarm"", ""BBQ grill"", ""Kitchen"", ""Wifi"", ""Air conditioning""]",t,23/01/2025,24/01/2025,f,46.8,-71.2,5.0,1.0,2.0,3.0,96.0,31.0,365,28,58,88,363,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,1.0,1.0,0.0,0.0,2.4
1970,Logement avec large parking,2024-06-10,within an hour,100%,f,t,Vanier,Entire rental unit,Entire home/apt,1 bath,"[""Radiant heating"", ""Clothing storage: closet"", ""Private entrance"", ""Hot water kettle"", ""Oven"", ""Dryer"", ""Essentials"", ""Other electric stove"", ""Coffee maker: drip coffee maker"", ""Portable fans"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Ceiling fan"", ""Wine glasses"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Hot water"", ""Iron"", ""Bidet"", ""Mini fridge"", ""Hair dryer"", ""Washer"", ""TV"", ""Lockbox"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-06-28,2024-10-14,t,46.81122,-71.26127,3.0,1.0,1.0,2.0,98.0,1.0,365,30,60,90,270,17.0,17.0,1.0,4.8,4.9,4.59,4.65,4.53,4.59,4.7,1.0,1.0,0.0,0.0,3.78
1971,Historic Two Bedroom Facing Parliament,2019-08-12,within an hour,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire condo,Entire home/apt,2 baths,"[""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Blender"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Bathtub"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water"", ""Luggage dropoff allowed"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-07-26,2024-10-28,t,46.8105565,-71.2104779,4.0,1.0,2.0,2.0,120.4,2.0,28,13,31,61,333,15.0,15.0,5.0,4.87,4.73,5.0,4.93,4.87,4.87,4.67,18.0,13.0,0.0,0.0,4.21
1972,Bohemian Vieux Quebec Two Bedroom,2019-08-12,within an hour,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,2 baths,"[""Extra pillows and blankets"", ""Free street parking"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water kettle"", ""Blender"", ""Oven"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Bathtub"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Theme room"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-07-16,2024-10-27,t,46.8105565,-71.2104779,6.0,1.0,2.0,3.0,120.4,2.0,28,19,31,61,332,15.0,15.0,4.0,4.93,5.0,5.0,4.93,5.0,5.0,5.0,18.0,13.0,0.0,0.0,3.85
1973,Majestic 3-Bedroom Designer Apartment,2019-08-12,within an hour,100%,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,Entire rental unit,Entire home/apt,2.5 baths,"[""Extra pillows and blankets"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Blender"", ""Oven"", ""Smoke alarm"", ""Bathtub"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-08-04,2024-11-03,f,46.8105565,-71.2104779,6.0,1.0,3.0,3.0,120.4,2.0,28,13,22,52,327,12.0,12.0,5.0,5.0,5.0,4.92,5.0,4.92,5.0,4.83,18.0,13.0,0.0,0.0,3.67
